Affymetrix Gene ID,index,Y,O2,Old,O2/Y,Old/Y,Score(d),q-value (%),FlyBase,Gene Symbol,LocusLink,EC Number,Biological Process (GO),Cellular Component (GO),Molecular Function (GO),Pathways KEGG,InterPro,Pfam,BLOCKS,SCOP
142495_at,1296,65,64,35,-1.0,-1.8,3.390584827,0.012093869,FBgn0025111,Ant2,32008,,,5740 // mitochondrial membrane // inferred from sequence similarity /// 5743 // mitochondrial inner membrane // non-traceable author statement,5386 // carrier // inferred from sequence similarity /// 5471 // ATP/ADP antiporter // non-traceable author statement /// 5488 // binding // extended:traceable author statement; mito_carr; 5.7e-31,,IPR002113 // Adenine nucleotide translocator 1 /// IPR001993 // Mitochondrial substrate carrier /// IPR002067 // Mitochondrial carrier protein,mito_carr // Mitochondrial carrier protein;3.4e-86,IPB001993 // Mitochondrial energy transfer proteins (carrier protein);2e-13,
147748_at,6549,38,36,21,-1.1,-1.8,6.050190341,0.012093869,FBgn0034827,Klp59D,37674,,7018 // microtubule-based movement // inferred from sequence similarity,5871 // kinesin complex // inferred from sequence similarity,3774 // motor // inferred from sequence similarity /// 16326 // kinesin motor // inferred from sequence similarity,,"IPR001752 // Kinesin, motor region",kinesin // Kinesin motor domain;7.1e-135,IPB001752 // Kinesin motor domain;2.5e-81,d1bg2__ // c.37.1.9 // Kinesin ;1.37e-95
143206_at,2007,1892,2180,1034,1.2,-1.8,5.796826783,0.012093869,FBgn0001281,janB,43568,,,,,,,,,
145177_at,3978,4645,3385,2541,-1.4,-1.8,5.892204618,0.012093869,FBgn0030733,CG3560,32586,EC:1.10.2.2     ,,15008 // ubiquinol-cytochrome c reductase complex (sensu Eukarya) // inferred from sequence similarity,8121 // ubiquinol-cytochrome c reductase // inferred from sequence similarity,MAP00190 // Oxidative phosphorylation,"IPR003197 // Cytochrome bd ubiquinol oxidase, 14 kDa subunit",UCR_14kD // Ubiquinol-cytochrome C reductase complex 14k;6.5e-46,IPB001911 // Ribosomal protein S21;0.0072,
141357_at,158,389,483,213,1.2,-1.8,8.420749524,0.012093869,FBgn0030101,CG12118,31857,,,,,,,,,
147169_at,5970,2424,2961,1327,1.2,-1.8,3.79248048,0.012093869,FBgn0033868,CG13340,36524,EC:3.4.11.1     ,,,16804 // prolyl aminopeptidase // extended:Unknown; 3.4.11.5; 3.5e-147 /// 16804 // prolyl aminopeptidase // extended:Unknown; 3.4.11.5; 3.6e-167 /// 4177 // aminopeptidase // extended:Unknown; Peptidase_M17_N; 1.7e-55 /// 4178 // leucyl aminopeptidase // inferred from sequence similarity,,IPR000819 // Cytosol aminopeptidase,"Peptidase_M17_N // Cytosol aminopeptidase family, N-term;1.7e-55  /// Peptidase_M17 // Cytosol aminopeptidase family, cataly;3.4e-68","IPB002192 // Pyruvate phosphate dikinase, PEP/pyruvate binding domain;0.00061","d1lam_2 // c.56.5.3 // Leucine aminopeptidase, C-terminal domain ;1.54e-107  /// d1lam_1 // c.50.1.1 // Leucine aminopeptidase, N-terminal domain ;2.09e-65"
152341_at,11142,324,349,177,1.1,-1.8,4.042137232,0.012093869,FBgn0036084,CG8040,,EC:3.4.11.1     ,,,16804 // prolyl aminopeptidase // extended:Unknown; 3.4.11.5; 1.21e-138 /// 4178 // leucyl aminopeptidase // extended:Unknown; 3.4.11.1; 9.69e-139 /// 4177 // aminopeptidase // extended:Unknown; Peptidase_M17_N; 2.2e-49,,,"Peptidase_M17 // Cytosol aminopeptidase family, cataly;4.5e-53  /// Peptidase_M17_N // Cytosol aminopeptidase family, N-term;2.2e-49",,"d1lam_2 // c.56.5.3 // Leucine aminopeptidase, C-terminal domain ;5.39e-102  /// d1lam_1 // c.50.1.1 // Leucine aminopeptidase, N-terminal domain ;1.26e-63"
153062_at,11863,38,41,21,1.1,-1.8,5.559110684,0.012093869,FBgn0031240,CG3345,33192,,,,,,,,IPB001978 // Troponin;0.0093,
145336_at,4137,148,134,81,-1.1,-1.8,3.50493646,0.012093869,FBgn0030975,CG7349,32887,EC:1.3.99.1     ,,8136 // succinate dehydrogenase complex (sensu Eukarya) // inferred from sequence similarity,8042 // iron-sulfur electron transfer carrier // extended:Unknown; fer2; 0.0081 /// 104 // succinate dehydrogenase // inferred from sequence similarity /// 19737 // quinol:fumarate oxidoreductase // extended:Unknown; 1.3.5.1; 2.72e-98 /// 19737 // quinol:fumarate oxidoreductase // extended:Unknown; 1.3.5.1; 5.6e-107,MAP00020 // Citrate cycle (TCA cycle) /// MAP00190 // Oxidative phosphorylation /// MAP00632 // Benzoate degradation via CoA ligation /// MAP00650 // Butanoate metabolism /// MAP00720 // Reductive carboxylate cycle (CO2 fixation),"IPR006058 // 2Fe-2S Ferredoxin /// IPR001450 // 4Fe-4S ferredoxin, iron-sulfur binding domain /// IPR001041 // Ferredoxin /// IPR004489 // Succinate dehydrogenase/fumarate reductase iron-sulfur protein",fer2 // 2Fe-2S iron-sulfur cluster binding domain;0.0081,IPB002896 // Herpesvirus glycoprotein D;0.007,"d1fumb1 // a.1.2.1 // Fumarate reductase iron-sulfur protein, C-terminal domain ;3.95e-44  /// d1fumb2 // d.15.4.2 // Fumarate reductase iron-sulfur protein, N-terminal domain ;1.16e-33"
147518_at,6319,442,559,243,1.3,-1.8,5.357326628,0.012093869,FBgn0034472,CG8517,37268,,,5739 // mitochondrion // inferred from sequence similarity,5489 // electron transporter // extended:Unknown; hiored; 5.3e-21 /// 30508 // thiol-disulfide exchange intermediate // inferred from sequence similarity,,IPR000063 // Thioredoxin type domain,thiored // Thioredoxin;5.3e-21,IPB000063 // Thioredoxin;6.3e-07,d1quwa_ // c.47.1.1 // Thioredoxin ;5.62e-28
141371_at,172,502,593,276,1.2,-1.8,6.1555601,0.012093869,FBgn0000408,Cyt-c-d,34995,,6119 // oxidative phosphorylation // inferred from sequence similarity /// 6118 // electron transport // non-traceable author statement,5743 // mitochondrial inner membrane // inferred from sequence similarity /// 5759 // mitochondrial matrix // non-traceable author statement /// 5739 // mitochondrion // inferred from direct assay,"5489 // electron transporter // inferred from direct assay /// 45155 // electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex // inferred from sequence similarity /// 5489 // electron transporter // non-traceable author statement",,"IPR003088 // Cytochrome c, class I /// IPR002327 // Cytochrome c, class IA/ IB /// IPR000345 // Cytochrome c  heme-binding site",cytochrome_c // Cytochrome c;3e-46,IPB000345 // Cytochrome c family heme-binding site;1e-09,d1wejf_ // a.3.1.1 // Mitochondrial cytochrome c ;3.47e-42
151600_at,10401,17,18,9,1.1,-1.8,3.94181907,0.012093869,HL01989.3prime-hit,Nckx30C,,,,,,,,,,
151928_at,10729,28,33,16,1.2,-1.8,6.930436759,0.012093869,FBgn0034843,CG9803,,,,,,,,,,
142270_at,1071,593,732,327,1.2,-1.8,5.572801377,0.012093869,FBgn0032308,CG17137,34499,,,,8308 // voltage-dependent ion-selective channel // inferred from sequence similarity,,"IPR001925 // Porin, eukaryotic type",Euk_porin // Eukaryotic porin;1.4e-64,IPB001925 // Eukaryotic porin;6.4e-79,
143852_at,2653,55,49,30,-1.1,-1.8,3.662697431,0.012093869,FBgn0015831,Tml84D,40903,,,,,,IPR003388 // Reticulon,Reticulon // Reticulon;0.00016,IPB003388 // Reticulon;1.6e-20,
146400_at,5201,120,116,66,-1.0,-1.8,5.459970122,0.012093869,FBgn0032632,CG6380,35040,,,,4864 // protein phosphatase inhibitor // inferred from sequence similarity,,,,,
147920_at,6721,213,223,118,1.0,-1.8,2.843126012,0.012093869,FBgn0035124,CG12313,38049,,,,,,IPR004274 // NLI interacting factor,NIF // NLI interacting factor;4.5e-23,,
150186_at,8987,42,43,23,1.0,-1.8,4.233497888,0.012093869,FBgn0038694,CG5217,42311,,,,,,,,,
152557_at,11358,1861,2164,1032,1.2,-1.8,3.480947838,0.012093869,FBgn0037610,CG8043,41030,,,,,,,,,
153056_at,11857,22,24,12,1.1,-1.8,4.442834139,0.012093869,FBgn0037985,CG14735,41465,,,,,,,,,
146524_at,5325,192,179,107,-1.1,-1.8,5.186229993,0.012093869,FBgn0032834,CG13965,35280,,,,,,,,,
147478_at,6279,442,369,246,-1.2,-1.8,3.75977581,0.012093869,FBgn0034416,CG15109,37195,,,,,,IPR001230 // Prenyl group binding site (CAAX box),,,
143191_at,1992,128,132,71,1.0,-1.8,6.138059761,0.012093869,FBgn0001216,Hsc70-1,39542,EC:3.6.1.3      ,9408 // response to heat // inferred from sequence similarity /// 9408 // response to heat // non-traceable author statement,,3773 // heat shock protein // non-traceable author statement /// 4002 // adenosinetriphosphatase // non-traceable author statement /// 3773 // heat shock protein // inferred from sequence similarity,MAP00230 // Purine metabolism,IPR001023 // Heat shock protein Hsp70,HSP70 // Hsp70 protein;0,IPB003494 // Cell division protein FtsA;6.1e-06,"d1ckra_ // e.20.1.1 // DnaK ;2.5e-70  /// d1hjoa1 // c.55.1.1 // Heat shock protein 70kDa, ATPase fragment ;6.07e-40  /// d1jcfa1 // c.55.1.1 // Prokaryotic actin homolog MreB ;1.22e-14  /// d1ckra_ // e.20.1.1 // DnaK ;5.05e-71  /// d1bupa1 // c.55.1.1 // Heat shock protein 70kDa, ATPase fragment ;3.04e-78"
150603_at,9404,1177,1417,658,1.2,-1.8,3.904021143,0.012093869,FBgn0039358,CG5028,43102,EC:1.1.1.41     ,,5759 // mitochondrial matrix // inferred from sequence similarity,4449 // isocitrate dehydrogenase (NAD+) // inferred from sequence similarity /// 16491 // oxidoreductase // extended:Unknown; isodh; 1.7e-63,MAP00020 // Citrate cycle (TCA cycle),"IPR001804 // Isocitrate/isopropylmalate dehydrogenase /// IPR004434 // Isocitrate dehydrogenase NAD-dependent, mitochondrial",isodh // Isocitrate/isopropylmalate dehydrogenase;1.7e-63,IPB001804 // Isocitrate and isopropylmalate dehydrogenases;7.1e-32,"d1xad__ // c.77.1.1 // 3-isopropylmalate dehydrogenase, IPMDH ;4.13e-101"
143274_at,2075,107,138,60,1.3,-1.8,7.57955028,0.012093869,FBgn0002862,Mst87F,41693,,,,,,"IPR001450 // 4Fe-4S ferredoxin, iron-sulfur binding domain",,PR01335 // Chlamydia cysteine-rich outer membrane protein 3 signature;0.0014,
146798_at,5599,259,268,145,1.0,-1.8,3.007133013,0.012093869,FBgn0033279,CG2291,35804,,,,,,,,,
147294_at,6095,1,1,1,-1.1,-1.8,4.040901304,0.012093869,FBgn0034102,CG15703,,,,,,,,,,
147807_at,6608,1594,1867,891,1.2,-1.8,4.028965642,0.012093869,FBgn0034907,CG5539,37766,,,,,,IPR004345 // TB2/DP1 and HVA22 related proteins,"TB2_DP1_HVA22 // TB2/DP1, HVA22 family;6.7e-26",,
145961_at,4762,316,293,177,-1.1,-1.8,4.077806469,0.012093869,FBgn0031920,CG6441,34029,,,,,,,,,
146901_at,5702,1,1,1,-1.0,-1.8,3.162030772,0.012093869,FBgn0033442,CG1690,36004,,,,,,,,,
141242_at,43,2742,1851,1542,-1.5,-1.8,3.849759142,0.012093869,FBgn0034388,CG15092,37164,,,,,,,,IPB001739 // Methyl-CpG binding domain;0.0049,
152134_at,10935,244,291,137,1.2,-1.8,4.219793637,0.012093869,FBgn0034835,CG3092,37682,,,,,,,,PR00875 // Mollusc metallothionein signature;0.0089,
143289_at,2090,5959,5191,3356,-1.1,-1.8,3.370076128,0.012093869,FBgn0003034,Acp70A,39494,,"45434 // negative regulation of female receptivity, post-mating // traceable author statement /// 45297 // post-mating behavior // traceable author statement /// 7621 // negative regulation of female receptivity // non-traceable author statement /// 18991 // oviposition // non-traceable author statement /// 18991 // oviposition // traceable author statement /// 46662 // regulation of oviposition // traceable author statement",5576 // extracellular // non-traceable author statement,5180 // peptide hormone // non-traceable author statement,,,,,
152550_at,11351,304,330,172,1.1,-1.8,5.521869223,0.012093869,FBgn0038598,CG7131,42197,,,,,,,,,
147304_at,6105,65,67,37,1.0,-1.8,4.78336493,0.012093869,FBgn0034121,CG6262,36833,EC:3.2.1        ,,,"4555 // alpha,alpha-trehalase // extended:inferred from electronic annotation; Trehalase; 1.9e-08 /// 15927 // trehalase // inferred from sequence similarity /// 4555 // alpha,alpha-trehalase // extended:inferred from electronic annotation; Trehalase; 2.2e-98",,"IPR001661 // Glycoside hydrolase, family 37",Trehalase // Trehalase;2.2e-98,IPB001661 // Glycoside hydrolase family 37;3.8e-40       /// IPB001661 // Glycoside hydrolase family 37;0.00013,
151223_at,10024,5575,7799,3156,1.4,-1.8,7.331006803,0.012093869,FBgn0040747,CG12853,50220,,,,,,,,,
148208_at,7009,66,68,37,1.0,-1.8,8.173765471,0.012093869,FBgn0035585,CG12027,38592,,,16470 // hydrogen-translocating F-type ATPase complex (sensu Eukarya) // non-traceable author statement,16467 // hydrogen-translocating F-type ATPase // non-traceable author statement,,,,,
152883_at,11684,315,315,178,1.0,-1.8,5.069833862,0.012093869,FBgn0039511,CG3330,43296,,,,,,,,,
153394_at,12195,29,37,17,1.3,-1.8,4.975731422,0.012093869,FBgn0036783,CG7313,40011,,,,,,,,,
149720_at,8521,95,117,54,1.2,-1.8,3.887164873,0.012093869,FBgn0037970,CG12201,41449,,,5740 // mitochondrial membrane // inferred from sequence similarity,5386 // carrier // inferred from sequence similarity /// 5488 // binding // extended:traceable author statement; mito_carr; 1.6e-14 /// 15226 // carnitine transporter // inferred from sequence similarity /// 5488 // binding // extended:traceable author statement; mito_carr; 2e-25 /// 15227 // acyl carnitine transporter // inferred from sequence similarity,,IPR001993 // Mitochondrial substrate carrier /// IPR002067 // Mitochondrial carrier protein,mito_carr // Mitochondrial carrier protein;3.2e-37  /// mito_carr // Mitochondrial carrier protein;4.8e-66,IPB001993 // Mitochondrial energy transfer proteins (carrier protein);1.4e-16,
144608_at,3409,982,690,557,-1.4,-1.8,5.268550762,0.012093869,FBgn0029888,CG3192,31604,EC:1.6.5.3      ,,5748 // NADH dehydrogenase complex (ubiquinone) (sensu Eukarya) // inferred from sequence similarity,8137 // NADH dehydrogenase (ubiquinone) // inferred from sequence similarity,MAP00130 // Ubiquinone biosynthesis /// MAP00190 // Oxidative phosphorylation,,,,
152215_at,11016,223,241,127,1.1,-1.8,6.12572195,0.012093869,FBgn0028487,BcDNA:GH09045,41677,,7265 // RAS protein signal transduction // inferred from sequence similarity,,,,"IPR003592 // Leucine-rich repeat, outlier /// IPR003591 // Leucine-rich repeat, typical subtype /// IPR001611 // Leucine-rich repeat",LRR // Leucine Rich Repeat;1e-46,PR00019 // Leucine-rich repeat signature;8.4e-07       /// PR00019 // Leucine-rich repeat signature;7.7e-07,d1jl5a_ // c.10.2.6 // Leucine rich effector protein YopM ;2.04e-71
144888_at,3689,133,150,76,1.1,-1.8,5.89839119,0.012093869,FBgn0030319,CG2533,32110,,,,,,,,,
154553_at,13354,589,588,335,-1.0,-1.8,4.363015389,0.012093869,FBgn0038296,CG6752,41826,,,,,,"IPR003877 // SPla/RYanodine receptor SPRY /// IPR001841 // Zn-finger, RING",SPRY // SPRY domain;6.7e-35,,"d1chc__ // g.44.1.1 // Immediate early protein, IEEHV ;8.65e-13"
146434_at,5235,133,131,76,-1.0,-1.8,4.438266541,0.012093869,FBgn0032676,CG15158,,,,,,,,,,
146738_at,5539,253,283,144,1.1,-1.8,4.920075007,0.012093869,FBgn0033168,CG11145,35663,,,,,,,,,
142946_at,1747,1946,2154,1110,1.1,-1.8,6.742302546,0.012093869,FBgn0020129,DnaJ-60,37869,,7283 // spermatogenesis // non-traceable author statement,,3754 // chaperone // inferred from sequence similarity,,"IPR001623 // Heat shock protein DnaJ, N-terminal",DnaJ // DnaJ domain;4.5e-20,IPB001623 // DnaJ N-terminal domain;1.4e-11,
147727_at,6528,101,118,58,1.2,-1.8,7.354535268,0.012093869,FBgn0034800,CG3788,37644,EC:2.4.2.3      ,,,3824 // enzyme // extended:inferred from electronic annotation; PNP_UDP_1; 0.0015 /// 4850 // uridine phosphorylase // inferred from sequence similarity,MAP00240 // Pyrimidine metabolism,"IPR000845 // Purine and other phosphorylases, family 1",PNP_UDP_1 // Phosphorylase family;0.0015,,d1k3fa_ // c.56.2.1 // Uridine phosphorylase ;7.08e-51
148937_at,7738,293,277,167,-1.1,-1.7,6.400271125,0.012093869,FBgn0036705,CG13723,39925,,,,,,,,,
148796_at,7597,95,93,54,-1.0,-1.7,4.674269089,0.012093869,FBgn0036488,CG6878,39656,,,,,,,,,
145876_at,4677,2325,2517,1335,1.1,-1.7,4.250400827,0.012093869,FBgn0031786,CG13989,33869,,,,,,,,,
141415_at,216,1231,1143,707,-1.1,-1.7,4.099347284,0.012093869,FBgn0035047,Pof,37947,,,,3723 // RNA binding // inferred from sequence similarity /// 3676 // nucleic acid binding // extended:Unknown; rrm; 1.3e-06,,IPR000504 // RNA-binding region RNP-1  (RNA recognition motif) /// IPR001854 // Ribosomal protein L29,"rrm // RNA recognition motif. (a.k.a. RRM, RBD, or;1.3e-06",,
142882_at,1683,92,86,53,-1.1,-1.7,3.753647394,0.012093869,FBgn0039501,CG5987,43282,EC:6.3.2.25     ,,,4835 // tubulinyl-tyrosine ligase // inferred from sequence similarity,,IPR004344 // Tubulin-tyrosine ligase,TTL // Tubulin-tyrosine ligase family;7e-143,,
142392_at,1193,2192,2921,1261,1.3,-1.7,8.566992676,0.012093869,FBgn0040953,CG18461,,,,,,,,,,
144356_at,3157,54,48,31,-1.1,-1.7,3.180338199,0.012093869,FBgn0029539,CG11663,31036,,,,,,,,IPB002360 // Involucrin;0.0031,
144261_at,3062,2,2,1,1.1,-1.7,6.105077499,0.012093869,FBgn0028850,BG:DS07851.8,34899,,,,,,,,,
152998_at,11799,15,17,8,1.1,-1.7,4.565832949,0.012093869,FBgn0034882,CG5398,37736,,,,5215 // transporter // extended:inferred from electronic annotation; MIP; 1.3e-09 /// 15250 // water channel // inferred from sequence similarity,,IPR000425 // MIP family,MIP // Major intrinsic protein;1.3e-09,IPB000425 // MIP family;3.6e-22,d1h6ia_ // f.2.1.5 // Aquaporin-1 ;6.88e-44
145464_at,4265,143,116,82,-1.2,-1.7,4.150877067,0.012093869,FBgn0031163,CG14579,33096,,,,,,,,,
146857_at,5658,159,190,91,1.2,-1.7,3.992230551,0.012093869,FBgn0033364,CG13747,35907,,,,,,,,,
152502_at,11303,244,276,140,1.1,-1.7,5.448630219,0.012093869,FBgn0032424,CG17010,34650,EC:2.7.1.15     ,,,4747 // ribokinase // inferred from sequence similarity,MAP00030 // Pentose phosphate pathway,"IPR002139 // Ribokinase /// IPR002173 // Carbohydrate kinase, PfkB",pfkB // pfkB family carbohydrate kinase;6.8e-54  /// pfkB // pfkB family carbohydrate kinase;1.9e-05,IPB002173 // PfkB family of carbohydrate kinases;1.4e-11,d1rkd__ // c.72.1.1 // Ribokinase ;1.4e-61  /// d1rkd__ // c.72.1.1 // Ribokinase ;5.52e-32
143871_at,2672,4501,3716,2595,-1.2,-1.7,4.584814269,0.012093869,FBgn0016120,ATPsyn-d,42291,EC:3.6.1.34     ,,"16469 // hydrogen-transporting two-sector ATPase complex // non-traceable author statement /// 5739 // mitochondrion // non-traceable author statement /// 5753 // proton-transporting ATP synthase complex (sensu Eukarya) // non-traceable author statement /// 276 // proton-transporting ATP synthase complex, coupling factor F(0) (sensu Eukarya) // inferred from sequence similarity",3936 // hydrogen-transporting two-sector ATPase // non-traceable author statement /// 3936 // hydrogen-transporting two-sector ATPase // inferred from sequence similarity,MAP00193 // ATP synthesis /// MAP02040 // Flagellar assembly /// MAP03070 // Type III secretion system,,,,
152250_at,11051,24,25,14,1.1,-1.7,4.482503896,0.012093869,FBgn0036763,CG7441,39989,EC:6.1.1.2      ,,,4830 // tryptophan-tRNA ligase // inferred from sequence similarity /// 4812 // tRNA ligase // extended:inferred from sequence similarity; RNA-synt_1b; 7.8e-79,MAP00380 // Tryptophan metabolism /// MAP00970 // Aminoacyl-tRNA biosynthesis,"IPR002305 // Aminoacyl-tRNA synthetase, class Ib /// IPR001412 // Aminoacyl-tRNA  synthetase, class I /// IPR002306 // Tryptophanyl-tRNA synthetase, class Ib",tRNA-synt_1b // tRNA synthetases class I (W and Y);7.8e-79,IPB001412 // Aminoacyl-transfer RNA synthetases class-I;0.0019,d1i6la_ // c.26.1.1 // Tryptophanyl-tRNA synthetase (TrpRS) ;2e-96
150011_at,8812,4,5,2,1.2,-1.7,5.777031727,0.012093869,FBgn0038423,CG10317,41987,,,,,,,,,
146489_at,5290,153,103,88,-1.5,-1.7,3.334466805,0.012093869,FBgn0032777,CG18576,,,,,,,,,,
149414_at,8215,108,125,62,1.2,-1.7,4.447098495,0.012093869,FBgn0037460,CG15178,40809,,,,5509 // calcium ion binding // extended:inferred from electronic annotation; fhand; 0.056,,IPR002048 // Calcium-binding EF-hand,efhand // EF hand;7.7e-09,IPB002048 // EF-hand family;0.0027,
150440_at,9241,354,341,205,-1.0,-1.7,4.392622423,0.012093869,FBgn0039071,CG4434,42756,EC:1.4.1.3      ,,,4353 // glutamate dehydrogenase (NAD(P)+) // inferred from sequence similarity /// 4352 // glutamate dehydrogenase // extended:inferred from electronic annotation; 1.4.1.2; 3.4e-124 /// 16491 // oxidoreductase // extended:Unknown; GLFV_dehydrog_N; 2.4e-48 /// 4352 // glutamate dehydrogenase // extended:inferred from electronic annotation; 1.4.1.2; 2.37e-123 /// 16491 // oxidoreductase // extended:Unknown; GLFV_dehydrog_N; 1.8e-19,MAP00220 // Urea cycle and metabolism of amino groups /// MAP00251 // Glutamate metabolism /// MAP00330 // Arginine and proline metabolism /// MAP00471 // D-Glutamine and D-glutamate metabolism /// MAP00910 // Nitrogen metabolism,"IPR006097 // Glu/Leu/Phe/Val dehydrogenase, dimerisation domain /// IPR006096 // Glutamate/Leucine/Phenylalanine/Valine dehydrogenase /// IPR000594 // UBA/THIF-type NAD/FAD binding fold /// IPR006095 // Glu/Leu/Phe/Val dehydrogenase","GLFV_dehydrog // Glutamate/Leucine/Phenylalanine/Valin;6.3e-98  /// GLFV_dehydrog_N // Glu/Leu/Phe/Val dehydrogenase, dimeri;1.8e-19  /// GLFV_dehydrog_N // Glu/Leu/Phe/Val dehydrogenase, dimeri;2.4e-48",IPB001625 // Glutamate/leucine/phenylalanine/valine dehydrogenase;3.2e-101,d1hwxa2 // c.58.1.1 // Glutamate dehydrogenase ;3.42e-64  /// d1hwxa1 // c.2.1.7 // Glutamate dehydrogenase ;6.1e-81  /// d1c1da1 // c.2.1.7 // Phenylalanine dehydrogenase ;1.54e-11  /// d1hwxa2 // c.58.1.1 // Glutamate dehydrogenase ;4.81e-37
149858_at,8659,1938,2136,1120,1.1,-1.7,4.059962358,0.012093869,FBgn0038175,CG9602,41682,EC:6.3.2.19     ,,,4840 // ubiquitin conjugating enzyme // extended:Unknown; UQ_con; 2.3e-79 /// 4842 // ubiquitin-protein ligase // inferred from sequence similarity,,IPR000608 // Ubiquitin-conjugating enzymes,UQ_con // Ubiquitin-conjugating enzyme;2.3e-79,IPB000608 // Ubiquitin-conjugating enzymes;1.4e-23,d2ucz__ // d.20.1.1 // Ubiquitin conjugating enzyme ;1.43e-52
145908_at,4709,4593,3850,2659,-1.2,-1.7,6.650588832,0.012093869,FBgn0031830,CG11015,33918,EC:1.9.3.1      ,,5751 // respiratory chain complex IV (sensu Eukarya) // inferred from sequence similarity,4129 // cytochrome c oxidase // inferred from sequence similarity,MAP00190 // Oxidative phosphorylation,"IPR002124 // Cytochrome c oxidase, subunit Vb",COX5B // Cytochrome c oxidase subunit Vb;4.8e-18,"IPB002124 // Cytochrome c oxidase, subunit Vb;4.6e-54",d2occf_ // g.41.5.3 // Cytochrome c oxidase Subunit F ;5.67e-29
147161_at,5962,31,31,18,1.0,-1.7,3.055396599,0.012093869,FBgn0033860,CG18369,36515,,,,4177 // aminopeptidase // extended:Unknown; Peptidase_M17_N; 3.1e-59 /// 4178 // leucyl aminopeptidase // extended:Unknown; 3.4.11.1; 1.42e-141 /// 4178 // leucyl aminopeptidase // extended:Unknown; 3.4.11.1; 8.5e-167 /// 16804 // prolyl aminopeptidase // extended:Unknown; 3.4.11.5; 1.81e-141 /// 16804 // prolyl aminopeptidase // extended:Unknown; 3.4.11.5; 1.6e-166,,IPR000819 // Cytosol aminopeptidase,"Peptidase_M17_N // Cytosol aminopeptidase family, N-term;3.1e-59  /// Peptidase_M17 // Cytosol aminopeptidase family, cataly;6.1e-63","IPB002192 // Pyruvate phosphate dikinase, PEP/pyruvate binding domain;0.0047","d1lam_1 // c.50.1.1 // Leucine aminopeptidase, N-terminal domain ;2.87e-65  /// d1lam_2 // c.56.5.3 // Leucine aminopeptidase, C-terminal domain ;7.91e-104"
154269_at,13070,1179,1280,684,1.1,-1.7,5.350070824,0.012093869,FBgn0032927,CG9244,,,,,,,,,,
144287_at,3088,779,1153,453,1.5,-1.7,5.302512519,0.012093869,FBgn0028883,BG:DS04095.3,50457,,,,,,,,,
144161_r_at,2962,74,65,43,-1.1,-1.7,6.2692644,0.012093869,FBgn0026780,Qcr9,,,,,,,,,,
153087_at,11888,477,363,277,-1.3,-1.7,3.380735095,0.012093869,FBgn0034479,CG8654,37275,,,,5215 // transporter // extended:inferred from electronic annotation; sugar_tr; 4.6e-18 /// 8513 // organic cation porter // inferred from sequence similarity,,IPR005828 // General substrate transporter,sugar_tr // Sugar (and other) transporter;4.6e-18,IPB002897 // Monocarboxylate transporter;0.0053,
150850_at,9651,380,459,221,1.2,-1.7,4.556853595,0.012093869,FBgn0039707,CG15510,43526,,,,,,,,,
150118_at,8919,134,137,78,1.0,-1.7,4.391652675,0.012093869,FBgn0038575,CG7208,42172,,,,,,,,,
154477_at,13278,449,448,262,-1.0,-1.7,3.809515077,0.012093869,FBgn0019957,ND42,42591,EC:1.6.5.3      ,6118 // electron transport // non-traceable author statement,5759 // mitochondrial matrix // non-traceable author statement /// 5748 // NADH dehydrogenase complex (ubiquinone) (sensu Eukarya) // non-traceable author statement,3954 // NADH dehydrogenase // non-traceable author statement /// 8137 // NADH dehydrogenase (ubiquinone) // non-traceable author statement,MAP00130 // Ubiquinone biosynthesis /// MAP00190 // Oxidative phosphorylation,IPR002624 // Deoxynucleoside kinase,dNK // Deoxynucleoside kinase;2.6e-23,IPB003136 // Cytidylate kinase;0.0075,d1j90a_ // c.37.1.1 // Deoxyribonucleoside kinase ;7.53e-29
146359_at,5160,113,118,66,1.0,-1.7,4.734698403,0.012093869,FBgn0032563,CG15258,34904,,,,,,,,,
146477_at,5278,345,487,201,1.4,-1.7,6.132594867,0.012093869,FBgn0032755,CG17344,35185,,,,,,,,,
148287_at,7088,151,147,88,-1.0,-1.7,4.394337208,0.012093869,FBgn0035709,CG10124,38743,,6413 // translational initiation // inferred from sequence similarity,16281 // eukaryotic translation initiation factor 4F complex // inferred from sequence similarity,3743 // translation initiation factor // inferred from sequence similarity /// 3723 // RNA binding // extended:inferred from electronic annotation; IF4E; 1.2e-90 /// 339 // RNA cap binding // inferred from sequence similarity,,IPR001040 // Eukaryotic translation initiation factor 4E (eIF-4E),IF4E // Eukaryotic initiation factor 4E;1.2e-90,IPB001040 // Eukaryotic translation initiation factor 4E (eIF-4E);7.2e-40,d1ej1a_ // d.86.1.1 // Translation initiation factor eIF4e ;9.61e-66
153816_at,12617,8,10,5,1.2,-1.7,6.702075271,0.012093869,FBgn0040773,CG2249,50246,,,,4129 // cytochrome c oxidase // extended:inferred from electronic annotation; COX7C; 2e-28,,IPR004202 // Cytochrome c oxidase subunit VIIc,COX7C // Cytochrome c oxidase subunit VIIc;2e-28,,
153027_at,11828,576,628,336,1.1,-1.7,4.221484259,0.012093869,FBgn0035598,CG4669,38608,,,,,,,,PR00049 // Wilm's tumour protein signature;0.006,
147306_at,6107,134,135,78,1.0,-1.7,4.97175696,0.012093869,FBgn0034123,CG7969,,,,,,,,,,
